Gene	ID	Tumor	Normal	log2FC	Qvalue					
ASPHD1	ENSG00000174939.10	6.820	1.280	1.778	1.44e-121
ASPM	ENSG00000066279.16	5.790	0.410	2.268	4.18e-166
ASS1	ENSG00000130707.17	305.684	82.429	1.878	1.55e-57
ASUN	ENSG00000064102.14	21.320	8.580	1.220	5.37e-110
ATAD2	ENSG00000156802.12	11.780	2.200	1.998	6.22e-185
ATAD3A	ENSG00000197785.13	30.900	13.890	1.099	3.13e-90
ATG16L2	ENSG00000168010.10	8.180	32.660	-1.874	3.08e-79
ATG9B	ENSG00000181652.18	3.160	0.560	1.415	2.54e-82
ATIC	ENSG00000138363.14	129.122	55.422	1.206	4.80e-106
ATN1	ENSG00000111676.14	42.570	116.888	-1.436	1.01e-46
ATOH8	ENSG00000168874.12	1.590	10.510	-2.152	3.61e-86
ATP10B	ENSG00000118322.12	34.059	1.680	3.709	2.75e-48
ATP11A	ENSG00000068650.18	13.880	5.100	1.286	2.69e-80
ATP13A2	ENSG00000159363.17	39.091	15.899	1.246	9.02e-84
ATP1A1	ENSG00000163399.15	535.186	186.043	1.519	9.49e-29
ATP1A2	ENSG00000018625.14	0.140	25.710	-4.550	2.22e-143
ATP1B1	ENSG00000143153.12	235.355	67.878	1.779	5.39e-60
ATP1B2	ENSG00000129244.8	0.220	3.790	-1.973	3.35e-100
ATP2B4	ENSG00000058668.14	9.030	124.801	-3.649	9.07e-78
ATP2C2	ENSG00000064270.12	33.730	8.900	1.811	3.64e-27
ATP5G1	ENSG00000159199.13	305.641	152.154	1.002	9.46e-32
ATP5J2	ENSG00000241468.7	693.090	298.605	1.212	2.47e-67
ATP5J2-PTCD1	ENSG00000248919.7	7.420	2.810	1.144	8.80e-112
ATP6V1F	ENSG00000128524.4	197.238	92.487	1.084	1.09e-86
ATP6V1G2	ENSG00000213760.10	0.270	2.430	-1.433	1.73e-100
ATP8B1	ENSG00000081923.10	31.811	11.260	1.420	3.65e-18
ATP8B2	ENSG00000143515.16	3.160	17.790	-2.175	1.03e-91
ATP9A	ENSG00000054793.13	28.959	13.390	1.058	1.50e-44
ATPIF1	ENSG00000130770.17	298.750	147.635	1.012	1.14e-31
AUNIP	ENSG00000127423.10	3.300	0.430	1.588	1.34e-204
AURKA	ENSG00000087586.17	31.051	2.100	3.370	7.40e-165
AURKB	ENSG00000178999.12	31.670	2.490	3.227	1.60e-114
AVIL	ENSG00000135407.10	2.620	7.180	-1.176	3.27e-62
AVL9	ENSG00000105778.17	27.119	9.630	1.403	1.26e-130
AXIN2	ENSG00000168646.12	52.841	8.470	2.507	7.90e-103
AXL	ENSG00000167601.11	5.550	29.999	-2.243	1.16e-69
AZGP1	ENSG00000160862.12	59.601	4.850	3.373	6.23e-144
AZIN1	ENSG00000155096.13	64.088	27.040	1.215	1.03e-92
B3GNT2	ENSG00000170340.10	17.450	7.890	1.053	4.95e-72
B3GNT3	ENSG00000179913.10	69.801	2.430	4.368	6.10e-78
B3GNT5	ENSG00000176597.11	13.760	4.100	1.533	3.63e-48
B3GNT8	ENSG00000177191.2	15.080	6.060	1.188	6.93e-14
B4GALNT1	ENSG00000135454.13	0.570	2.980	-1.342	2.65e-61
B4GALNT3	ENSG00000139044.10	17.421	2.890	2.243	5.35e-24
BAALC	ENSG00000164929.16	0.220	1.890	-1.244	5.02e-105
BACE2	ENSG00000182240.15	92.590	25.221	1.836	1.67e-115
BAG2	ENSG00000112208.11	2.730	18.699	-2.401	3.98e-42
BAHCC1	ENSG00000266074.8	2.980	7.170	-1.038	1.08e-55
BAIAP2L1	ENSG00000006453.13	39.821	5.040	2.757	2.67e-74
BAIAP2L2	ENSG00000128298.16	26.750	6.680	1.853	6.71e-22
BAK1	ENSG00000030110.12	34.479	15.770	1.081	2.50e-25
BAMBI	ENSG00000095739.10	7.820	2.080	1.518	1.41e-57
BARX2	ENSG00000043039.6	2.130	0.450	1.110	2.43e-4
BATF	ENSG00000156127.6	4.930	1.820	1.072	4.62e-40
BATF2	ENSG00000168062.9	17.430	5.310	1.546	1.19e-67
BAX	ENSG00000087088.19	165.088	66.990	1.289	1.30e-70
BBC3	ENSG00000105327.15	18.090	6.590	1.331	3.63e-99
BBOX1-AS1	ENSG00000254560.5	3.440	0.000	2.151	3.19e-126
BBS1	ENSG00000174483.19	10.150	22.170	-1.055	2.69e-46
BBS4	ENSG00000140463.13	5.890	13.550	-1.078	1.58e-55
BCAM	ENSG00000187244.10	12.340	27.789	-1.110	1.46e-41
BCAP31	ENSG00000185825.15	297.428	114.840	1.365	7.40e-101
BCAS1	ENSG00000064787.12	10.560	3.590	1.333	2.56e-3
BCHE	ENSG00000114200.9	0.170	13.930	-3.674	2.78e-110
BCL10	ENSG00000142867.12	15.870	6.100	1.249	1.91e-38
BCL11B	ENSG00000127152.17	1.860	0.370	1.062	1.20e-86
BCL2	ENSG00000171791.11	1.500	4.260	-1.073	3.89e-70
BCL2A1	ENSG00000140379.7	4.500	1.030	1.438	9.09e-36
BCL2L1	ENSG00000171552.12	96.850	35.099	1.439	7.39e-106
BCL2L12	ENSG00000126453.9	35.481	13.210	1.360	6.37e-137
BCL2L14	ENSG00000121380.12	18.050	1.500	2.930	4.70e-54
BCL2L15	ENSG00000188761.11	34.700	3.650	2.941	1.54e-36
BCL2L2	ENSG00000129473.9	16.919	53.708	-1.610	2.07e-74
BCL6	ENSG00000113916.17	6.040	43.989	-2.676	5.23e-75
BCO2	ENSG00000197580.11	0.590	3.970	-1.644	1.92e-103
BDH1	ENSG00000161267.11	56.051	18.890	1.520	1.18e-25
BEND5	ENSG00000162373.12	0.460	7.320	-2.511	5.47e-104
BEST1	ENSG00000167995.15	1.120	3.310	-1.024	8.29e-74
BEST2	ENSG00000039987.6	0.150	2.430	-1.577	2.53e-27
BEST4	ENSG00000142959.4	0.300	4.060	-1.961	1.37e-44
BEX1	ENSG00000133169.5	0.090	4.690	-2.384	9.76e-114
BEX2	ENSG00000133134.11	2.610	7.580	-1.249	3.15e-24
BEX4	ENSG00000102409.9	5.300	42.209	-2.778	2.22e-110
BGLAP	ENSG00000242252.1	0.500	2.990	-1.411	6.96e-79
BGN	ENSG00000182492.15	111.731	29.970	1.864	1.62e-36
BHMT2	ENSG00000132840.9	0.300	11.190	-3.229	3.73e-99
BID	ENSG00000015475.18	54.860	12.900	2.007	8.20e-146
BIK	ENSG00000100290.2	23.460	1.660	3.201	4.34e-86
BIRC5	ENSG00000089685.14	30.920	1.460	3.698	3.70e-136
BIVM-ERCC5	ENSG00000270181.1	1.680	0.250	1.100	6.38e-38
BLACAT1	ENSG00000281406.1	1.840	0.070	1.408	8.01e-131
BLM	ENSG00000197299.10	5.730	0.980	1.765	2.66e-144
BLNK	ENSG00000095585.16	9.860	4.220	1.057	2.92e-18
BLVRA	ENSG00000106605.10	17.701	41.220	-1.175	1.08e-12
BMP3	ENSG00000152785.6	0.090	6.720	-2.824	2.67e-167
BMP4	ENSG00000125378.15	41.151	13.730	1.517	1.11e-68
BMP6	ENSG00000153162.8	0.500	2.190	-1.089	2.20e-71
BMP7	ENSG00000101144.12	13.590	1.510	2.539	9.49e-68
BMX	ENSG00000102010.14	0.340	2.030	-1.177	4.05e-87
BNC2	ENSG00000173068.17	0.440	5.370	-2.145	1.29e-78
BNIP3	ENSG00000176171.11	5.520	16.360	-1.413	2.13e-21
BOC	ENSG00000144857.14	2.380	39.689	-3.590	1.09e-88
BOLA2	ENSG00000183336.7	21.120	6.100	1.639	6.75e-77
BOLA2B	ENSG00000169627.7	165.707	39.541	2.040	2.46e-127
BOLA3-AS1	ENSG00000225439.2	0.390	2.050	-1.134	2.19e-50
BOP1	ENSG00000261236.5	58.651	21.180	1.427	7.57e-115
BORA	ENSG00000136122.15	9.550	2.020	1.805	3.59e-141
BPNT1	ENSG00000162813.17	25.400	11.600	1.067	3.28e-31
BRCA1	ENSG00000012048.19	8.760	2.400	1.521	9.20e-141
BRCA2	ENSG00000139618.14	3.450	0.420	1.648	5.93e-175
BRCC3	ENSG00000185515.14	23.960	8.330	1.420	1.35e-122
BRI3BP	ENSG00000184992.10	16.700	1.510	2.818	9.98e-90
BRICD5	ENSG00000182685.7	2.930	10.080	-1.495	2.54e-63
BRIP1	ENSG00000136492.8	2.280	0.230	1.415	3.10e-44
BRIX1	ENSG00000113460.12	36.269	12.690	1.445	4.30e-154
BRSK1	ENSG00000160469.16	0.860	8.600	-2.368	1.13e-81
BSPRY	ENSG00000119411.10	21.410	2.560	2.654	3.36e-83
BTAF1	ENSG00000095564.13	5.960	17.620	-1.420	9.59e-65
BTBD19	ENSG00000222009.8	1.250	3.590	-1.029	1.90e-39
BTC	ENSG00000174808.11	3.420	11.080	-1.451	3.94e-44
BTF3L4P2	ENSG00000213189.5	31.029	14.640	1.034	4.94e-77
BTK	ENSG00000010671.15	1.470	4.220	-1.080	2.88e-41
BTNL9	ENSG00000165810.16	2.670	8.900	-1.432	2.77e-34
BUB1	ENSG00000169679.14	13.640	0.670	3.132	1.93e-181
BUB1B	ENSG00000156970.12	11.260	1.050	2.580	1.87e-141
BVES	ENSG00000112276.13	0.260	7.620	-2.774	5.68e-88
BVES-AS1	ENSG00000203808.10	0.020	2.150	-1.627	2.65e-82
BYSL	ENSG00000112578.9	24.849	7.020	1.688	2.88e-163
BZRAP1	ENSG00000005379.15	4.230	23.600	-2.234	2.29e-50
BZW1	ENSG00000082153.17	105.763	38.550	1.433	1.37e-84
BZW1P2	ENSG00000198406.7	13.520	4.270	1.462	7.04e-61
BZW2	ENSG00000136261.14	102.978	32.830	1.620	1.44e-140
C10orf10	ENSG00000165507.8	14.420	45.569	-1.595	3.67e-30
C10orf128	ENSG00000204161.13	2.940	9.100	-1.358	8.22e-70
C10orf2	ENSG00000107815.7	13.150	3.890	1.533	4.34e-155
C10orf54	ENSG00000107738.19	19.180	44.770	-1.181	2.94e-59
C10orf99	ENSG00000188373.4	100.301	22.659	2.098	2.20e-7
C11orf1	ENSG00000137720.7	42.759	16.300	1.339	3.47e-112
C11orf52	ENSG00000149300.9	5.940	1.980	1.220	4.47e-45
C11orf53	ENSG00000150750.6	1.400	0.180	1.024	4.01e-23
C11orf96	ENSG00000187479.5	13.160	54.518	-1.971	1.45e-52
C11orf98	ENSG00000278615.4	108.781	48.650	1.145	2.53e-77
C12orf45	ENSG00000151131.9	34.000	12.040	1.424	1.07e-146
C12orf49	ENSG00000111412.5	20.990	7.060	1.448	2.70e-81
C12orf75	ENSG00000235162.8	86.198	8.130	3.256	3.68e-120
C14orf132	ENSG00000227051.5	0.620	8.130	-2.495	6.34e-98
C14orf159	ENSG00000133943.20	20.031	42.641	-1.053	2.23e-55
C14orf80	ENSG00000185347.17	14.750	6.130	1.143	4.33e-61
C15orf48	ENSG00000166920.10	171.527	35.211	2.252	4.79e-14
C15orf52	ENSG00000188549.12	5.360	55.672	-3.156	1.16e-93
C15orf59	ENSG00000205363.5	0.650	5.940	-2.072	7.90e-79
C16orf45	ENSG00000166780.10	3.930	34.090	-2.831	6.44e-80
C16orf59	ENSG00000162062.14	6.680	0.830	2.069	2.07e-147
C16orf62	ENSG00000103544.14	9.200	23.441	-1.261	9.15e-65
C16orf86	ENSG00000159761.14	0.860	4.490	-1.561	1.77e-88
C16orf89	ENSG00000153446.15	0.500	5.150	-2.036	2.05e-87
C17orf49	ENSG00000258315.5	73.480	35.331	1.036	5.08e-79
C17orf53	ENSG00000125319.14	3.600	0.740	1.403	1.08e-148
C17orf96	ENSG00000273604.1	4.140	0.500	1.777	2.66e-147
C19orf24	ENSG00000228300.13	87.912	34.329	1.332	2.58e-110
C19orf33	ENSG00000167644.11	188.457	18.301	3.295	1.23e-47
C19orf45	ENSG00000198723.10	4.570	0.730	1.687	1.90e-99
C19orf48	ENSG00000167747.13	81.928	15.880	2.297	6.07e-180
C1GALT1	ENSG00000106392.10	16.640	4.610	1.653	2.50e-138
C1GALT1C1	ENSG00000171155.7	31.130	11.610	1.349	3.56e-112
C1orf106	ENSG00000163362.10	45.079	3.680	3.300	1.09e-47
C1orf112	ENSG00000000460.16	5.850	2.310	1.049	2.82e-124
C1orf116	ENSG00000182795.12	17.460	0.550	3.574	2.49e-106
C1orf123	ENSG00000162384.13	31.230	70.199	-1.143	2.17e-42
C1orf162	ENSG00000143110.11	4.120	11.770	-1.319	2.71e-45
C1orf186	ENSG00000263961.6	0.410	3.150	-1.557	6.30e-65
C1orf210	ENSG00000253313.5	18.330	1.920	2.727	2.83e-25
C1orf216	ENSG00000142686.7	4.010	10.910	-1.249	4.60e-25
C1orf228	ENSG00000198520.10	0.810	3.020	-1.151	4.39e-65
C1orf233	ENSG00000228594.3	4.350	1.170	1.302	1.46e-84
C1orf53	ENSG00000203724.10	5.810	1.520	1.434	1.32e-85
C1orf95	ENSG00000203685.9	0.090	6.080	-2.699	1.30e-92
C1QBP	ENSG00000108561.8	185.284	76.802	1.260	1.14e-71
C1QL1	ENSG00000131094.3	0.330	2.650	-1.456	1.87e-97
C1QTNF4	ENSG00000172247.3	0.090	1.710	-1.314	3.35e-89
C1QTNF7	ENSG00000163145.12	0.250	4.310	-2.087	2.16e-107
C1R	ENSG00000159403.15	77.288	176.876	-1.184	2.51e-31
C1S	ENSG00000182326.14	70.609	241.452	-1.759	1.56e-48
C2	ENSG00000166278.14	57.799	9.820	2.442	8.67e-114
C20orf166-AS1	ENSG00000174403.15	0.060	14.020	-3.825	1.68e-102
C20orf194	ENSG00000088854.12	0.660	9.020	-2.594	2.81e-103
C20orf196	ENSG00000171984.14	10.490	3.650	1.305	9.29e-115
C20orf24	ENSG00000101084.16	175.034	59.309	1.545	2.26e-94
C22orf39	ENSG00000242259.8	15.670	32.810	-1.020	3.01e-42
C2CD4A	ENSG00000198535.5	5.300	0.060	2.571	2.44e-153
C2orf15	ENSG00000273045.5	4.460	0.550	1.817	3.83e-194
C2orf40	ENSG00000119147.9	0.210	23.501	-4.340	1.32e-152
C2orf54	ENSG00000172478.17	5.800	0.350	2.333	2.48e-55
C2orf61	ENSG00000239605.8	1.710	0.090	1.314	2.15e-82
C2orf70	ENSG00000173557.14	5.100	0.260	2.275	9.15e-164
C2orf72	ENSG00000204128.5	8.720	2.560	1.449	2.40e-10
C2orf74	ENSG00000237651.6	1.730	14.860	-2.538	8.17e-90
C2orf88	ENSG00000187699.10	2.990	10.540	-1.532	2.16e-49
C3	ENSG00000125730.16	68.831	234.817	-1.756	8.76e-31
C3orf18	ENSG00000088543.14	1.500	8.020	-1.851	6.54e-83
C3orf52	ENSG00000114529.12	9.660	1.590	2.041	1.06e-57
C3orf67	ENSG00000163689.18	1.930	0.270	1.206	1.83e-83
C3orf70	ENSG00000187068.2	1.580	6.690	-1.576	3.17e-73
C3orf80	ENSG00000180044.4	0.780	3.330	-1.283	3.65e-28
C4A	ENSG00000244731.7	18.130	59.540	-1.662	6.96e-40
C4B	ENSG00000224389.8	18.150	59.091	-1.650	8.84e-38
C4BPA	ENSG00000123838.10	1.780	0.180	1.236	4.93e-40
C4BPB	ENSG00000123843.12	7.370	1.570	1.703	1.75e-41
C4orf19	ENSG00000154274.14	10.200	1.920	1.939	3.19e-20
C4orf48	ENSG00000243449.6	20.069	7.910	1.242	5.42e-31
C5orf30	ENSG00000181751.9	10.900	4.510	1.111	5.25e-10
C5orf38	ENSG00000186493.11	1.330	0.100	1.083	2.06e-45
C5orf42	ENSG00000197603.13	1.330	4.050	-1.116	7.42e-63
C5orf45	ENSG00000161010.14	9.550	30.141	-1.562	3.21e-74
C5orf56	ENSG00000197536.10	4.380	11.060	-1.165	4.00e-70
C6orf132	ENSG00000188112.8	27.350	2.440	3.043	2.99e-72
C6orf222	ENSG00000189325.6	8.870	0.360	2.859	2.37e-97
C6orf223	ENSG00000181577.15	12.650	0.110	3.620	6.93e-210
C6orf3	ENSG00000255389.1	0.210	1.570	-1.087	1.30e-91
C6orf49	ENSG00000278224.4	0.470	2.250	-1.145	6.47e-71
C7	ENSG00000112936.18	1.670	111.391	-5.396	1.25e-148
C8orf46	ENSG00000169085.11	0.020	3.010	-1.975	6.60e-106
C8orf76	ENSG00000189376.11	27.200	11.720	1.149	2.19e-105
C8orf88	ENSG00000253250.2	0.470	17.460	-3.651	6.58e-98
C9orf152	ENSG00000188959.9	26.711	2.680	2.913	2.78e-54
C9orf16	ENSG00000171159.4	112.836	53.171	1.071	2.13e-79
C9orf172	ENSG00000232434.2	1.900	10.340	-1.967	1.19e-97
C9orf3	ENSG00000148120.14	24.110	63.149	-1.353	9.37e-34
C9orf41	ENSG00000156017.12	8.470	3.160	1.187	1.63e-42
CA1	ENSG00000133742.13	0.360	29.860	-4.504	8.51e-38
CA11	ENSG00000063180.8	3.880	12.070	-1.421	6.74e-47
CA14	ENSG00000118298.10	0.230	1.490	-1.017	8.01e-57
CA4	ENSG00000167434.9	1.020	16.030	-3.076	2.51e-38
CA7	ENSG00000168748.13	0.310	5.920	-2.401	3.06e-39
CA9	ENSG00000107159.12	22.770	0.570	3.920	2.05e-121
CAB39L	ENSG00000102547.18	6.580	27.389	-1.905	3.80e-29
CACNA1C	ENSG00000151067.20	3.410	28.531	-2.743	7.89e-44
CACNA1H	ENSG00000196557.10	3.100	88.272	-4.445	4.09e-108
CACNA2D1	ENSG00000153956.15	0.580	7.390	-2.409	2.04e-72
CACNA2D3	ENSG00000157445.14	0.160	1.360	-1.025	1.75e-61
CACNB1	ENSG00000067191.15	2.170	7.640	-1.447	2.37e-111
CACNB2	ENSG00000165995.18	1.000	9.630	-2.410	1.05e-144
CACYBP	ENSG00000116161.17	95.922	37.291	1.340	1.24e-85
CADM1	ENSG00000182985.16	2.290	5.900	-1.069	4.21e-31
CADM2	ENSG00000175161.13	0.010	1.280	-1.175	1.13e-75
CADM3	ENSG00000162706.12	0.160	13.120	-3.606	1.23e-184
CADM3-AS1	ENSG00000225670.4	0.040	1.590	-1.316	1.04e-112
CADM4	ENSG00000105767.2	4.990	15.360	-1.450	9.28e-23
CADPS	ENSG00000163618.17	5.630	1.790	1.249	1.48e-41
CALB2	ENSG00000172137.18	1.120	7.320	-1.972	2.55e-53
CALCOCO1	ENSG00000012822.15	32.610	125.000	-1.906	1.14e-74
CALD1	ENSG00000122786.19	49.029	515.989	-3.369	1.65e-58
CALHM2	ENSG00000138172.10	6.400	15.270	-1.137	5.70e-45
CALML4	ENSG00000129007.14	75.410	16.151	2.156	1.17e-33
CALR	ENSG00000179218.13	685.255	184.055	1.891	1.41e-97
CALY	ENSG00000130643.8	0.060	2.180	-1.585	1.21e-89
CAMK1	ENSG00000134072.10	9.800	26.829	-1.366	1.19e-39
CAMK2G	ENSG00000148660.20	16.340	61.040	-1.839	1.88e-82
CAMKMT	ENSG00000143919.14	9.340	3.950	1.063	3.17e-125
CAMSAP3	ENSG00000076826.9	20.310	2.840	2.472	7.23e-46
CAMTA2	ENSG00000108509.20	20.980	54.590	-1.339	5.09e-84
CAND2	ENSG00000144712.11	0.230	4.100	-2.052	1.18e-100
CANT1	ENSG00000171302.16	91.899	18.740	2.235	4.49e-56
CAP2	ENSG00000112186.11	1.660	14.070	-2.502	2.63e-61
CAPG	ENSG00000042493.15	210.853	35.089	2.553	3.41e-117
CAPN12	ENSG00000182472.8	7.400	1.800	1.585	9.39e-46
CAPN3	ENSG00000092529.22	2.860	15.250	-2.074	1.58e-94
CAPN5	ENSG00000149260.14	42.801	19.640	1.086	2.31e-5
CAPN8	ENSG00000203697.11	28.330	5.230	2.235	5.47e-22
CAPRIN1	ENSG00000135387.19	101.651	45.889	1.130	5.70e-95
CAPRIN2	ENSG00000110888.17	4.810	15.960	-1.546	7.18e-65
CAPS	ENSG00000105519.12	8.260	17.930	-1.032	6.46e-14
CARHSP1	ENSG00000153048.10	89.393	36.151	1.283	8.04e-91
CARTPT	ENSG00000164326.4	0.040	3.870	-2.227	5.38e-49
CASC19	ENSG00000254166.1	1.570	0.000	1.362	9.09e-125
CASC21	ENSG00000253929.1	3.150	0.000	2.053	2.02e-102
CASC5	ENSG00000137812.19	3.970	0.430	1.797	1.91e-134
CASC9	ENSG00000249395.2	7.210	0.280	2.681	2.46e-95
CASD1	ENSG00000127995.16	6.110	13.700	-1.048	6.73e-78
CASK	ENSG00000147044.20	33.581	7.900	1.958	1.70e-137
CASP2	ENSG00000106144.19	18.050	8.180	1.053	1.86e-103
CASP3	ENSG00000164305.17	24.960	11.640	1.038	4.68e-50
CASP5	ENSG00000137757.10	3.600	1.270	1.019	1.60e-3
CASP6	ENSG00000138794.9	47.379	17.640	1.376	1.49e-45
CASP8	ENSG00000064012.21	21.159	9.340	1.100	1.63e-63
CASQ1	ENSG00000143318.12	0.080	1.290	-1.084	8.32e-74
CASQ2	ENSG00000118729.11	0.110	22.680	-4.415	3.43e-102
CASZ1	ENSG00000130940.14	7.420	16.790	-1.079	1.13e-62
CAV1	ENSG00000105974.11	15.260	158.902	-3.298	3.41e-81
CAV2	ENSG00000105971.14	8.260	33.279	-1.888	7.84e-40
CBFA2T3	ENSG00000129993.14	0.980	4.440	-1.458	8.31e-41
CBFB	ENSG00000067955.13	30.980	10.050	1.533	5.33e-156
CBLC	ENSG00000142273.10	43.770	2.780	3.566	1.11e-60
CBX2	ENSG00000173894.10	4.500	0.480	1.894	4.11e-150
CBX3	ENSG00000122565.18	182.556	60.580	1.576	1.94e-141
CBX4	ENSG00000141582.14	18.830	6.410	1.420	6.30e-127
CBX6	ENSG00000183741.11	4.740	23.840	-2.114	4.18e-59
CBX7	ENSG00000100307.12	6.690	55.299	-2.872	6.72e-120
CBX8	ENSG00000141570.10	8.750	1.950	1.725	1.29e-201
CC2D2A	ENSG00000048342.15	3.500	13.130	-1.651	1.15e-53
CCAT1	ENSG00000247844.1	4.660	0.020	2.472	1.97e-197
CCBE1	ENSG00000183287.13	0.130	7.880	-2.974	1.54e-93
CCDC102A	ENSG00000135736.5	3.320	8.400	-1.122	3.89e-30
CCDC106	ENSG00000173581.7	3.760	11.730	-1.419	2.58e-64
CCDC107	ENSG00000159884.11	21.591	68.119	-1.613	1.63e-66
CCDC113	ENSG00000103021.9	2.760	0.710	1.137	2.34e-123
CCDC13	ENSG00000244607.5	0.270	2.020	-1.250	7.63e-119
CCDC130	ENSG00000104957.13	19.410	49.411	-1.304	2.16e-61
CCDC136	ENSG00000128596.16	1.000	18.661	-3.297	6.53e-76
CCDC138	ENSG00000163006.11	3.400	1.050	1.102	1.98e-141
CCDC146	ENSG00000135205.14	2.840	9.350	-1.430	2.46e-71
CCDC152	ENSG00000198865.9	0.560	2.570	-1.194	2.80e-61
CCDC154	ENSG00000197599.12	0.200	1.450	-1.030	4.18e-62
CCDC159	ENSG00000183401.11	14.400	39.700	-1.402	4.12e-83
CCDC167	ENSG00000198937.8	30.091	13.120	1.139	1.68e-79
CCDC170	ENSG00000120262.9	1.730	0.200	1.186	1.92e-71
CCDC176	ENSG00000119636.15	1.520	5.210	-1.301	2.37e-70
CCDC180	ENSG00000197816.13	0.450	3.640	-1.678	1.33e-98
CCDC34	ENSG00000109881.16	17.600	3.920	1.919	6.49e-167
CCDC51	ENSG00000164051.13	20.629	9.160	1.090	1.51e-114
CCDC58	ENSG00000160124.9	45.019	16.970	1.357	1.36e-114
CCDC64	ENSG00000135127.11	7.960	2.320	1.432	9.09e-94
CCDC64B	ENSG00000162069.14	22.441	5.170	1.926	4.97e-22
CCDC69	ENSG00000198624.12	4.970	93.909	-3.991	3.25e-117
CCDC80	ENSG00000091986.15	11.040	38.821	-1.726	2.10e-30
CCDC84	ENSG00000186166.8	10.190	27.420	-1.345	1.71e-56
CCDC86	ENSG00000110104.11	32.651	11.390	1.441	6.27e-123
CCDC88A	ENSG00000115355.15	1.680	6.760	-1.534	1.49e-62
CCK	ENSG00000187094.11	0.040	1.410	-1.212	9.55e-33
CCL11	ENSG00000172156.3	2.720	15.830	-2.178	8.92e-46
CCL13	ENSG00000181374.7	1.180	3.610	-1.080	2.22e-13
CCL14	ENSG00000276409.4	0.720	29.321	-4.140	5.06e-117
CCL15	ENSG00000275718.1	15.390	1.730	2.586	1.38e-26
CCL18	ENSG00000275385.1	13.000	1.480	2.497	4.14e-40
CCL2	ENSG00000108691.9	17.530	44.421	-1.294	2.48e-23
CCL20	ENSG00000115009.11	65.208	1.330	4.829	1.82e-111
CCL21	ENSG00000137077.7	13.460	54.981	-1.953	3.52e-36
CCL23	ENSG00000274736.4	0.300	2.240	-1.317	3.12e-57
CCL24	ENSG00000106178.6	40.470	1.090	4.310	3.58e-105
CCL3	ENSG00000277632.1	7.730	1.590	1.753	7.61e-55
CCL3L3	ENSG00000276085.1	2.210	0.390	1.208	1.02e-37
CCL4	ENSG00000275302.1	7.570	2.500	1.292	1.53e-37
CCL4L2	ENSG00000276070.4	5.580	0.740	1.919	4.61e-62
CCL5	ENSG00000271503.5	13.070	5.030	1.222	2.21e-16
CCM2L	ENSG00000101331.15	0.850	2.750	-1.019	9.33e-76
CCNA2	ENSG00000145386.9	22.340	2.920	2.574	1.61e-153
CCNB1	ENSG00000134057.14	77.139	4.780	3.757	4.03e-157
CCNB2	ENSG00000157456.7	32.680	1.900	3.538	7.34e-135
CCND1	ENSG00000110092.3	69.468	13.430	2.288	3.22e-157
CCNE1	ENSG00000105173.13	8.340	2.970	1.234	4.61e-107
CCNE2	ENSG00000175305.16	4.260	1.290	1.200	1.19e-99
CCNF	ENSG00000162063.12	8.460	1.000	2.242	2.38e-190
CCNL1	ENSG00000163660.11	34.099	89.921	-1.373	4.87e-53
CCNL2	ENSG00000221978.11	48.030	172.182	-1.821	4.93e-56
CCNO	ENSG00000152669.8	6.200	0.160	2.634	1.43e-189
CCR10	ENSG00000184451.5	0.250	3.140	-1.728	9.46e-143
CCR6	ENSG00000112486.14	1.220	0.100	1.013	9.52e-57
CCRL2	ENSG00000121797.9	9.630	2.550	1.582	1.97e-48
CCSER1	ENSG00000184305.14	3.010	0.900	1.078	1.18e-59
CCT2	ENSG00000166226.12	136.939	60.459	1.166	1.07e-67
CCT3	ENSG00000163468.14	242.728	98.318	1.295	5.40e-96
CCT5	ENSG00000150753.11	238.508	74.889	1.658	9.21e-119
CCT6A	ENSG00000146731.10	185.850	79.831	1.209	1.54e-89
CCT6P1	ENSG00000228409.5	2.690	6.550	-1.033	6.90e-34
CCT7	ENSG00000135624.15	232.856	103.170	1.167	9.74e-83
CCT8	ENSG00000156261.12	152.249	66.921	1.174	1.81e-91
CD109	ENSG00000156535.13	0.990	3.450	-1.161	1.45e-16
CD163	ENSG00000177575.12	6.970	39.341	-2.340	1.42e-52
CD164	ENSG00000135535.14	201.578	98.393	1.027	3.04e-38
CD2	ENSG00000116824.4	4.980	1.960	1.015	2.24e-17
CD24	ENSG00000272398.5	706.770	47.570	3.865	1.79e-47
CD24P4	ENSG00000185275.6	1.910	0.000	1.541	7.93e-28
CD27-AS1	ENSG00000215039.6	25.550	59.908	-1.198	1.68e-40
CD276	ENSG00000103855.17	57.150	26.859	1.062	8.55e-65
CD2AP	ENSG00000198087.7	24.261	8.250	1.449	5.80e-49
CD300LG	ENSG00000161649.12	0.010	1.030	-1.007	5.49e-56
CD320	ENSG00000167775.10	86.431	37.569	1.181	2.49e-69
CD33	ENSG00000105383.14	1.220	4.110	-1.203	2.33e-43
CD34	ENSG00000174059.16	10.750	26.190	-1.210	3.77e-38
CD36	ENSG00000135218.17	2.620	22.550	-2.702	6.81e-99
CD3D	ENSG00000167286.9	7.180	2.370	1.279	1.80e-19
CD3EAP	ENSG00000117877.10	10.030	1.840	1.957	3.32e-174
CD44	ENSG00000026508.16	151.880	49.381	1.601	3.94e-74
CD46	ENSG00000117335.18	174.816	71.391	1.280	5.41e-97
CD47	ENSG00000196776.14	89.102	32.381	1.433	6.74e-107
